text,intent
Urgently I want to schedule a health checkup today,doctor_booking
Kindly Can elderly people do stretching today,exercise_suggestion
Today How can I improve nutrition because I need help,diet_suggestion
Urgently Can you book cab for hospital because I need help,transport_booking
Today I am feeling anxious about my health because I need help,emotional_support
Now I need medicine reminder support because I need help,medication_reminder
Please i need medical consultation right now,doctor_booking
Hey Recommend yoga for elderly as soon as possible,exercise_suggestion
Kindly Healthy khabar suggest koro,diet_suggestion
Today Book transport for hospital visit,transport_booking
Hey I feel nervous and anxious because I need help,emotional_support
Please When should I take insulin today,medication_reminder
Please Mujhe doctor appointment chahiye for me,doctor_booking
Hey Suggest chair yoga for seniors because I need help,exercise_suggestion
Hey How can I improve nutrition,diet_suggestion
Kindly i need transport assistance please,transport_booking
Urgently i am feeling depressed today please,emotional_support
Kindly i forgot to take my tablets for me,medication_reminder
Hey Exercise suggest koro please,exercise_suggestion
Now How can I improve nutrition for me,diet_suggestion
Today Mujhe hospital jane ke liye cab chahiye as soon as possible,transport_booking
Please I feel nervous and anxious for me,emotional_support
Hey I need medicine reminder support for me,medication_reminder
Now I need a doctor consultation as soon as possible,doctor_booking
Can you How can I improve nutrition for me,diet_suggestion
Can you Book transport for hospital visit please,transport_booking
Can you I feel mentally exhausted please,emotional_support
Can you Mujhe medicine lena yaad dilao because I need help,medication_reminder
Can you Book doctor appointment for me for me,doctor_booking
Hey How can I improve mobility as soon as possible,exercise_suggestion
Please Mujhe healthy diet chahiye today,diet_suggestion
Please I need transport assistance because I need help,transport_booking
Urgently I am feeling scared about my condition right now,emotional_support
Please Mujhe medicine lena yaad dilao today,medication_reminder
Kindly Doctor appointment book koro as soon as possible,doctor_booking
Please exercise suggest koro right now,exercise_suggestion
Now Recommend balanced diet right now,diet_suggestion
Hey mujhe hospital jane ke liye cab chahiye today,transport_booking
Hey I feel anxious about my health right now,emotional_support
Please I need medicine reminder support,medication_reminder
Urgently I need a doctor consultation because I need help,doctor_booking
Today suggest chair yoga for seniors as soon as possible,exercise_suggestion
Can you Recommend balanced diet please,diet_suggestion
Kindly Transport arrange koro right now,transport_booking
Please I am feeling anxious about my health as soon as possible,emotional_support
Urgently Mujhe medicine lena yaad dilao,medication_reminder
Please help me contact a doctor today,doctor_booking
Urgently recommend diabetic diet because i need help,diet_suggestion
Please Book transport for hospital visit,transport_booking
Today Please remind me about medicines today,medication_reminder
Kindly Doctor appointment book koro today,doctor_booking
Hey Suggest yoga for elderly,exercise_suggestion
Kindly How can I improve nutrition today,diet_suggestion
Help me arrange transportation as soon as possible,transport_booking
Today I am feeling depressed today please,emotional_support
Now medicine khete bhule gechi today,medication_reminder
Kindly How can I stay active today,exercise_suggestion
Urgently What should I eat for good health today,diet_suggestion
Mujhe hospital jane ke liye cab chahiye,transport_booking
I am feeling mentally stressed please,emotional_support
Kindly please remind me about medicines please,medication_reminder
Now I want to schedule a health checkup,doctor_booking
Hey suggest chair yoga for seniors right now,exercise_suggestion
Kindly Recommend healthy food for elderly right now,diet_suggestion
Please Help me arrange transportation please,transport_booking
Please I am feeling emotionally down because I need help,emotional_support
I missed my diabetes tablet right now,medication_reminder
Urgently Recommend simple exercise for me please,exercise_suggestion
Can you recommend balanced diet please,diet_suggestion
Can you Nobody talks to me anymore for me,emotional_support
Now Remind me to take my medicine right now,medication_reminder
Can you How can I improve mobility today,exercise_suggestion
Urgently What should I eat for good health right now,diet_suggestion
Can you Book transport for hospital visit right now,transport_booking
Now When should I take insulin right now,medication_reminder
Now I want to schedule a health checkup right now,doctor_booking
Recommend simple exercise for me as soon as possible,exercise_suggestion
Kindly What foods improve energy,diet_suggestion
Can you Help me arrange transportation please,transport_booking
Please I am feeling emotionally down please,emotional_support
Please I need a doctor consultation because I need help,doctor_booking
Hey Transport arrange koro for me,transport_booking
Kindly i am feeling emotionally down because i need help,emotional_support
Can you Please remind me about medicines as soon as possible,medication_reminder
Please I want to schedule a health checkup because I need help,doctor_booking
Today Recommend simple exercise for me as soon as possible,exercise_suggestion
Suggest diabetic diet today,diet_suggestion
Can you I need transport assistance right now,transport_booking
Urgently I feel depressed today because I need help,emotional_support
Today I missed my diabetes tablet,medication_reminder
Book doctor appointment for me for me,doctor_booking
Hey Suggest walking exercises,exercise_suggestion
Urgently Suggest healthy food for elderly please,diet_suggestion
Can you Mujhe hospital jane ke liye cab chahiye right now,transport_booking
Urgently I feel helpless today please,emotional_support
Hey I forgot to take my tablets please,medication_reminder
Hey i want to schedule a health checkup,doctor_booking
Recommend light exercise right now,exercise_suggestion
Today Suggest soft food for elderly right now,diet_suggestion
Transport arrange koro please,transport_booking
Kindly I feel sad and alone for me,emotional_support
Today Remind me to take my medicine today,medication_reminder
I need a doctor consultation as soon as possible,doctor_booking
Can you How can I improve mobility as soon as possible,exercise_suggestion
Hey Healthy khabar suggest koro as soon as possible,diet_suggestion
Now I need help reaching hospital please,transport_booking
Urgently I need someone to talk to today,emotional_support
